Castle Name,Latitude,Longitude,Google Maps Link,Wikipedia Link
Castelo de Belmonte,40.35916667,-7.34833333,"https://www.google.com/maps?q=40.35916667,-7.34833333",https://pt.wikipedia.org/wiki/Castelo_de_Belmonte
Castelo de Castelo Branco,39.825456,-7.496133,"https://www.google.com/maps?q=39.825456,-7.496133",https://pt.wikipedia.org/wiki/Castelo_de_Castelo_Branco
Castelo da Covilhã,40.281078338623,-7.50792598724365,"https://www.google.com/maps?q=40.281078338623,-7.50792598724365",https://pt.wikipedia.org/wiki/Castelo_da_Covilh%C3%A3
Castelo Branco,39.82277777777778,-7.493055555555555,"https://www.google.com/maps?q=39.82277777777778,-7.493055555555555",https://pt.wikipedia.org/wiki/Castelo_Branco
Castelo Branco,39.82332,-7.52194,"https://www.google.com/maps?q=39.82332,-7.52194",https://pt.wikipedia.org/wiki/Castelo_Branco_(freguesia)
Castelo de Castelo Novo,40.07796667,-7.49625,"https://www.google.com/maps?q=40.07796667,-7.49625",https://pt.wikipedia.org/wiki/Castelo_de_Castelo_Novo
Castelo Novo,40.076666666667,-7.495,"https://www.google.com/maps?q=40.076666666667,-7.495",https://pt.wikipedia.org/wiki/Castelo_Novo
Castelo de Idanha-a-Nova,39.9199180603027,-7.23664617538452,"https://www.google.com/maps?q=39.9199180603027,-7.23664617538452",https://pt.wikipedia.org/wiki/Castelo_de_Idanha-a-Nova
Castelo de Idanha-a-Velha,39.99555556,-7.14388889,"https://www.google.com/maps?q=39.99555556,-7.14388889",https://pt.wikipedia.org/wiki/Castelo_de_Idanha-a-Velha
Castelo de Monsanto,40.03555556,-7.11388889,"https://www.google.com/maps?q=40.03555556,-7.11388889",https://pt.wikipedia.org/wiki/Castelo_de_Monsanto
Castelo de Penamacor,40.16694444,-7.16583333,"https://www.google.com/maps?q=40.16694444,-7.16583333",https://pt.wikipedia.org/wiki/Castelo_de_Penamacor
Castelo de Proença-a-Velha,40.02583333,-7.23833333,"https://www.google.com/maps?q=40.02583333,-7.23833333",https://pt.wikipedia.org/wiki/Castelo_de_Proen%C3%A7a-a-Velha
Castelo de Penha Garcia,40.043186187744,-7.0157208442688,"https://www.google.com/maps?q=40.043186187744,-7.0157208442688",https://pt.wikipedia.org/wiki/Castelo_de_Penha_Garcia
Castelo de Ródão,39.6474,-7.690158,"https://www.google.com/maps?q=39.6474,-7.690158",https://pt.wikipedia.org/wiki/Castelo_de_R%C3%B3d%C3%A3o
Castelo de Salvaterra do Extremo,39.882495880127,-6.91448879241943,"https://www.google.com/maps?q=39.882495880127,-6.91448879241943",https://pt.wikipedia.org/wiki/Castelo_de_Salvaterra_do_Extremo
Fortaleza de Penamacor,40.16694444,-7.16583333,"https://www.google.com/maps?q=40.16694444,-7.16583333",https://pt.wikipedia.org/wiki/Fortaleza_de_Penamacor
Castelo de Segura,39.82656,-6.980008,"https://www.google.com/maps?q=39.82656,-6.980008",https://pt.wikipedia.org/wiki/Castelo_de_Segura
Castelo do Rei Vamba,39.6474,-7.690158,"https://www.google.com/maps?q=39.6474,-7.690158",https://pt.wikipedia.org/wiki/Castelo_do_Rei_Vamba
Forte de Ponte de Alvito,39.799219,-7.76523,"https://www.google.com/maps?q=39.799219,-7.76523",https://pt.wikipedia.org/wiki/Forte_de_Ponte_de_Alvito
